,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
30,2018-02-12,20:00,Premier League,Matchweek 27,Mon,Away,L,0,3,Chelsea,0.7,1.9,43,41071,Jonny Evans,5-3-2,Lee Mason,Match Report,,8,1,17.8,0.0,0,0
32,2018-02-24,15:00,Premier League,Matchweek 28,Sat,Home,L,1,2,Huddersfield,1.2,1.1,53,25920,Jonny Evans,4-4-2,Jonathan Moss,Match Report,,10,3,16.0,1.0,0,0
33,2018-03-03,15:00,Premier League,Matchweek 29,Sat,Away,L,0,1,Watford,1.1,1.3,47,20022,Jonny Evans,4-3-3,Paul Tierney,Match Report,,9,2,14.9,1.0,0,0
34,2018-03-10,15:00,Premier League,Matchweek 30,Sat,Home,L,1,4,Leicester City,0.3,2.1,44,23558,Ben Foster,4-3-3,Robert Madley,Match Report,,6,2,19.2,0.0,0,0
35,2018-03-17,15:00,Premier League,Matchweek 31,Sat,Away,L,1,2,Bournemouth,1.6,0.7,40,10242,Jonny Evans,3-5-2,Graham Scott,Match Report,,11,5,17.1,0.0,0,0
36,2018-03-31,15:00,Premier League,Matchweek 32,Sat,Home,L,1,2,Burnley,0.5,1.3,47,23455,Jonny Evans,3-5-2,Lee Probert,Match Report,,8,3,16.1,0.0,0,0
37,2018-04-07,15:00,Premier League,Matchweek 33,Sat,Home,D,1,1,Swansea City,1.2,0.8,52,23297,Chris Brunt,4-4-2,Roger East,Match Report,,15,3,17.6,0.0,0,0
38,2018-04-15,16:00,Premier League,Matchweek 34,Sun,Away,W,1,0,Manchester Utd,0.7,0.7,30,75095,Chris Brunt,4-4-1-1,Paul Tierney,Match Report,,10,4,18.1,0.0,0,0
39,2018-04-21,12:30,Premier League,Matchweek 35,Sat,Home,D,2,2,Liverpool,1.3,1.3,39,24520,Chris Brunt,4-4-1-1,Stuart Attwell,Match Report,,13,6,17.7,0.0,0,0
40,2018-04-28,15:00,Premier League,Matchweek 36,Sat,Away,W,1,0,Newcastle Utd,0.7,1.8,38,52283,Chris Brunt,4-4-1-1,David Coote,Match Report,,9,2,20.1,0.0,0,0
41,2018-05-05,15:00,Premier League,Matchweek 37,Sat,Home,W,1,0,Tottenham,1.6,1.2,26,23685,Chris Brunt,4-4-1-1,Mike Jones,Match Report,,9,1,10.2,0.0,0,0
42,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Away,L,0,2,Crystal Palace,0.2,2.2,41,25357,Chris Brunt,4-4-1-1,Jonathan Moss,Match Report,,7,1,24.8,1.0,0,0
